"age","citations_t0","citations_t5","female","grant_success","normalised_score"
10,34,42,1,0,21.7
8,7,0,0,1,-27.5
9,23,5,0,1,-28.2
12,26,39,1,1,-21.6
8,21,18,0,1,-9.2
17,50,54,0,0,7
9,19,0,0,1,-13.9
14,17,0,0,0,3.5
13,33,31,0,1,-6
4,12,0,0,0,-12.2
8,58,104,1,0,-8
3,33,47,0,0,-16.1
11,37,47,0,1,-26
5,41,55,0,1,-25.8
10,22,9,1,1,-36.4
12,26,0,0,0,10.8
13,50,59,0,1,-16.9
9,48,42,0,0,2.1
12,52,58,1,0,-17.2
8,21,6,1,0,9
7,30,22,0,1,-5.7
8,38,27,0,0,2.9
13,37,83,0,0,8.2
11,61,68,0,1,-13.1
9,43,53,0,0,12.5
5,10,0,0,0,19.5
6,36,49,0,1,26.8
14,29,18,0,1,-48.4
9,31,50,1,0,-1.7
6,53,84,1,0,1.4
12,16,28,0,1,-59.2
14,36,36,0,0,8.8
7,49,72,0,0,39
11,27,41,0,1,-50.8
4,29,26,0,1,-22.3
8,8,0,0,1,-1.4
6,24,33,0,0,70.8
8,30,58,0,1,-17.8
14,48,56,1,1,6.1
10,7,0,0,0,9.2
8,39,27,1,1,6.6
4,14,30,0,0,-13.4
8,27,28,0,0,51.2
7,60,59,1,0,13.4
5,40,48,0,0,58.6
11,29,50,0,1,-28.4
10,23,40,0,0,18.3
8,46,51,0,0,0
4,46,16,1,0,10.9
9,25,23,0,1,-23.8
12,34,10,0,1,-5.8
11,43,45,0,1,-1.2
12,58,83,0,0,22.6
8,41,52,0,1,-13.6
10,35,43,0,0,12.1
9,46,45,1,0,24
8,57,51,0,0,27.2
8,55,93,0,1,9
11,41,85,0,0,31.6
8,42,9,0,1,-10.9
6,22,46,0,0,20.7
12,16,0,0,1,-10.1
10,22,8,0,0,8.8
6,37,101,0,1,6.2
10,31,45,1,0,46.8
8,23,29,0,0,-16.9
9,42,63,0,0,48.3
13,20,28,0,0,-4.1
9,44,38,0,0,0.2
10,26,11,1,1,-9.4
10,33,35,1,0,3.3
14,38,56,0,1,-26.2
13,48,50,0,0,20.5
7,37,19,0,1,-39.2
8,43,48,0,1,-2.8
15,50,87,0,1,-28.9
10,45,77,0,0,8.8
4,40,38,0,1,13.4
6,17,17,0,0,-20.7
9,25,20,0,0,-1.9
9,82,124,0,0,26.3
11,61,72,1,0,29.9
5,27,19,0,0,6.7
11,19,41,1,1,-30
3,37,0,0,0,-3.2
13,44,48,1,0,-16.2
11,44,35,0,1,-6.8
11,44,56,1,1,1
7,13,14,0,0,0.4
7,22,43,0,0,28.5
9,27,10,0,0,25.7
11,11,1,0,1,12.4
13,27,16,0,0,10.7
10,32,31,0,1,9.6
10,20,0,0,1,-23.1
9,49,52,0,0,3.8
13,28,30,1,1,-29.7
3,39,37,1,0,2.9
10,34,44,0,1,-5.7
12,24,7,0,1,-32.1
12,29,0,0,1,-22.5
12,35,17,0,0,70
8,41,70,0,0,0.6
11,38,26,0,0,23.2
15,19,27,1,1,-10.4
7,30,33,0,0,6.2
14,53,30,0,0,36.7
7,29,30,0,0,33.7
8,43,34,0,0,17
10,65,77,0,0,29.2
10,17,0,1,0,0.4
10,42,38,1,0,13.1
3,24,27,0,1,17.7
10,52,71,1,1,-30.4
10,47,94,0,0,17.5
10,36,52,0,0,5.9
8,53,76,0,0,34.7
11,15,19,0,1,-33.3
3,16,37,0,0,25.9
12,64,58,0,1,-32.1
7,5,32,0,0,3.3
10,66,90,1,0,28.7
5,13,30,0,1,-14.1
4,50,82,1,0,34
5,46,42,1,1,-36.9
12,13,32,0,0,10.3
7,43,69,0,1,-59.2
8,30,36,1,1,21.7
12,24,24,0,1,-43.4
11,29,3,0,1,-11.1
12,40,32,0,1,-6.8
12,53,22,0,0,-14.1
6,41,34,0,0,3.5
12,32,35,1,0,20.9
12,35,73,0,1,-34.7
6,55,71,1,0,37
12,13,12,0,1,-3.1
16,49,69,0,0,-8.8
9,40,40,0,1,-18.9
14,43,75,0,1,-21.5
10,41,9,0,1,-18.6
9,23,34,0,1,-26.9
5,32,46,1,0,36.1
9,34,50,0,1,-21.6
13,41,64,0,1,-16.9
11,25,24,0,1,-14.2
5,44,51,0,0,20.7
5,45,52,0,1,10.4
13,38,63,1,1,-58.1
8,8,0,0,1,-11.3
12,28,0,0,1,-8.4
12,47,47,1,1,5.9
8,22,56,0,0,48
11,63,84,0,0,27.2
9,39,86,0,0,37.7
5,24,73,0,0,17.2
14,35,22,0,0,21.7
7,47,64,0,1,-16.8
5,5,0,0,1,-3.5
13,44,60,0,0,17.2
12,58,97,0,0,5.5
10,34,1,0,1,-8.1
5,22,0,0,0,34.4
11,37,55,1,0,28.2
5,31,57,0,1,-40.5
11,28,6,0,1,9
8,3,14,0,0,5.6
8,22,0,1,1,10.9
13,53,27,0,0,3.9
9,52,54,0,0,8.2
5,56,59,0,0,12
14,43,38,1,1,6.3
10,19,11,0,0,10.1
9,16,28,0,1,-16.2
12,27,0,1,0,32.2
9,42,10,0,1,-19.1
11,14,17,0,1,-2.5
10,21,20,0,0,31.7
7,8,17,0,0,18.7
7,41,45,0,1,10.8
12,32,0,0,0,-16.1
4,43,47,1,1,-15.6
5,2,0,0,0,12.7
9,3,0,0,0,7.2
12,52,41,0,1,17
9,25,8,0,1,-43.3
8,49,71,0,1,-4.8
6,14,0,0,1,-3.8
11,39,13,0,1,-59.6
11,28,46,0,1,10.5
5,38,67,0,0,-2
7,39,27,1,0,-6.1
9,9,13,0,1,13.6
11,27,30,1,0,15.9
9,13,23,0,0,-23.3
13,62,73,0,0,13.7
9,51,73,0,1,23.7
8,36,67,1,0,-29.7
8,48,57,1,0,-10.1
11,35,83,0,1,-50.6
9,33,22,0,0,13.3
6,37,9,0,0,17.7
8,15,0,1,0,9.2
8,15,0,0,1,-18.1
6,37,35,0,0,21.5
10,13,0,0,1,-8.5
5,24,26,1,0,30.3
11,41,9,0,0,5.4
14,27,9,1,1,-7.7
14,36,36,0,0,21.1
8,25,35,0,0,30
11,48,56,0,0,19.3
5,10,0,0,0,34.3
6,35,49,0,1,-7.1
14,49,66,0,1,-33.6
11,41,0,1,0,21.7
6,27,19,1,1,-7.2
9,35,71,0,1,-14.9
9,9,0,0,1,-17.1
8,26,0,0,0,26.9
6,20,0,0,1,1.9
7,21,37,0,0,-21
8,30,43,0,1,-26.4
5,11,0,0,1,22
10,26,30,0,0,21.6
7,31,3,0,1,-14.2
6,20,24,0,1,-5.8
14,49,86,1,1,-15.5
11,41,47,0,0,48.8
11,31,42,0,1,-28.1
15,42,47,0,0,43.1
12,46,89,0,0,15.9
12,35,42,0,0,-14.9
17,30,38,1,0,11.9
4,27,28,1,0,10.4
12,33,31,0,0,48.8
7,26,28,0,0,7.4
13,26,29,0,1,0.9
10,36,66,0,0,17.5
13,68,72,0,1,-15.3
10,40,38,0,1,-3.3
14,26,5,0,1,-6.1
3,46,101,1,1,-34.3
10,46,62,0,1,25.9
12,37,32,0,0,9.5
7,26,19,0,1,4.1
10,27,25,0,1,-0.3
15,51,72,0,0,2.3
7,47,29,0,1,-29.4
8,26,0,0,1,-23.6
9,58,62,0,1,7.2
9,41,57,0,0,0.7
15,25,15,0,1,-56.8
12,27,29,0,0,0.5
6,22,0,0,1,-27.3
8,20,31,1,1,0.1
3,20,18,0,1,14.3
6,17,27,0,0,33.3
8,34,53,0,0,17.6
10,15,39,0,1,-45.4
7,40,78,1,0,8.2
11,30,50,0,0,33
14,30,26,0,1,-24.8
9,47,26,0,0,47.3
8,33,11,1,1,-0.5
5,20,0,0,0,-15.6
6,26,46,0,0,27.5
10,33,43,0,1,-23.2
11,56,76,0,1,-20.8
4,17,34,0,0,0.8
9,48,52,0,1,-8.2
13,40,19,0,0,34.3
9,35,62,1,0,-16.9
12,45,50,1,0,-25.2
8,41,65,0,0,30.3
7,25,28,1,0,2.1
9,42,75,0,1,-14.4
10,30,8,0,1,-23.5
9,51,79,0,0,4.8
5,30,39,0,1,-24.4
6,33,38,0,1,-5.4
13,13,43,0,1,-16.5
11,17,5,0,1,-3.8
14,50,53,1,1,-1
6,23,24,0,0,-17.7
11,59,94,0,0,56.8
12,59,78,0,0,-5
8,9,12,0,1,-10.7
10,40,51,0,1,-2.1
10,43,44,0,1,-46.1
12,41,33,1,1,23.2
7,21,5,0,1,28.4
15,30,56,0,1,11.2
10,8,16,0,1,-6.1
6,40,65,0,0,-21.7
4,14,17,1,0,19.6
6,27,33,0,1,-17.6
10,33,42,0,1,-12.7
8,44,57,0,0,-11.4
14,46,85,0,1,1.4
11,52,80,1,1,-54.7
5,17,14,0,0,4.6
10,30,50,0,1,-36.8
8,32,22,0,1,-37.4
5,31,22,0,0,54.5
8,37,46,0,0,24.4
8,8,4,0,1,-15.6
5,25,32,0,1,-24.1
7,1,0,0,0,10
13,36,35,0,0,2.7
6,39,22,0,0,29.8
8,64,104,0,1,-6.4
11,56,61,0,1,-11.7
16,36,24,0,0,26.1
11,41,19,0,1,-16.7
11,21,0,0,1,-22.2
9,22,0,0,1,-26.5
6,38,43,1,1,-51.5
10,45,91,0,1,-22.3
6,7,36,0,1,-9
9,14,3,0,1,2
9,32,30,0,0,0
8,21,18,1,1,-16.4
6,33,46,0,0,24.3
7,58,76,1,1,-27.2
5,54,54,0,0,9
8,41,46,0,1,4.5
9,32,0,0,0,19.5
10,37,28,0,1,-28.5
8,24,0,1,1,-18.3
8,24,22,0,0,19.9
10,49,67,0,1,-3.9
8,14,0,1,1,3.8
13,67,102,1,0,29.5
10,45,78,0,0,6.5
13,60,95,0,1,-8.6
10,18,3,1,0,-12.7
12,13,0,1,1,-23.9
8,18,19,0,0,0.3
8,21,5,0,1,-16.3
13,30,33,0,1,7.5
3,9,0,0,0,36.3
7,4,4,1,1,-4.4
14,41,58,1,0,-17.3
4,42,60,0,0,12.8
14,46,69,0,0,18.8
11,36,41,0,0,18.4
15,54,21,0,1,-7.8
4,26,2,0,1,21.7
10,32,22,0,0,40.9
7,0,0,0,1,-10.2
12,53,90,0,1,-35.5
9,38,76,0,0,25.1
9,36,33,0,0,23.9
8,44,45,0,0,-14.4
10,37,20,1,1,-10.5
9,29,17,0,0,-0.4
11,42,41,0,1,-28.4
11,52,72,0,1,-7.2
10,52,86,0,0,61.3
6,43,58,1,1,-9.4
8,25,6,0,0,-3.5
11,21,8,0,1,-30.4
11,34,89,1,0,-15
13,39,55,1,1,12.4
14,35,0,0,1,-36.8
10,45,9,0,1,-34.4
6,19,9,1,0,7.7
6,31,78,0,1,-3.4
8,50,83,0,1,-4.5
10,36,63,0,0,1.9
12,36,45,0,1,-30.8
4,7,0,0,1,-31.9
12,47,53,0,1,-14.3
12,34,42,1,1,-11.7
9,26,32,1,1,-45.9
9,14,0,0,1,-20.3
10,51,56,0,0,34.6
10,23,0,0,1,-33.6
9,36,38,1,0,14.1
9,46,50,0,0,10.2
11,25,30,0,1,-15.7
8,36,33,0,0,-1.5
7,25,23,0,0,48.3
7,44,49,0,1,-38
15,43,56,0,1,10.1
13,27,0,0,1,-23.7
12,21,24,1,1,-28.7
6,7,0,0,1,-3.8
7,41,43,0,0,43
12,40,66,0,1,-40.4
5,29,2,0,1,-13.3
9,25,15,0,1,-28
9,46,62,1,0,10.3
5,56,61,0,1,-45.9
12,47,62,0,1,-42.2
12,43,31,0,0,15.4
11,32,43,0,0,33.2
15,47,81,0,1,-42
12,61,73,0,1,-36
10,39,35,1,0,-11.2
8,39,47,0,1,5.2
10,51,79,1,0,-4.7
10,21,27,0,0,33.8
11,55,60,0,0,28.1
8,21,48,0,1,-29.6
10,30,59,1,0,39.7
12,8,0,0,1,-26.6
13,51,50,0,0,8.6
6,37,43,0,1,-2
15,30,9,0,1,-29.6
11,45,48,1,1,2.2
9,25,30,0,1,-14.7
10,61,48,0,1,-25.9
12,38,66,0,0,28
7,45,89,0,1,-2.5
10,32,30,0,0,37.7
10,45,59,0,0,-0.1
10,43,74,0,1,-3.9
12,43,81,0,0,8.8
8,26,40,0,0,0.3
10,30,0,1,1,-42.5
9,51,37,0,1,-13.9
4,44,32,1,1,-16
10,46,43,0,1,-26.3
10,32,39,0,0,-2.6
14,29,16,0,1,-13.1
11,26,52,1,1,11.5
12,47,50,0,1,-10.1
11,54,79,1,0,20.1
16,29,44,0,1,-41.1
12,62,95,0,1,14.7
2,29,30,0,0,18
12,53,106,0,1,-11.2
11,38,57,1,1,-12.7
13,41,57,1,0,19.9
10,33,0,0,0,29.2
14,24,30,0,1,-44.7
12,26,14,0,0,-21.8
12,19,0,1,1,-34
8,49,61,1,0,25.1
5,20,40,0,1,19.5
11,53,56,0,1,-17.7
12,48,17,1,0,33
13,21,1,0,1,-41.4
9,53,63,0,0,29.5
11,54,65,0,1,-38.1
10,45,64,0,1,-14.8
8,13,21,0,1,-7
13,31,12,0,1,-3
8,32,18,0,0,6.9
11,26,8,0,1,-28.2
8,23,22,0,0,20.7
12,37,34,0,0,8.5
8,40,41,0,0,23.7
8,6,0,0,1,30.3
16,61,93,0,0,40.2
6,2,11,1,0,-4.3
12,64,107,0,0,1.4
7,32,39,0,1,-24.8
8,19,11,0,1,-43.2
11,49,34,0,0,11.8
13,47,59,1,0,-15.8
9,0,0,0,1,-36.1
10,12,1,0,1,-19
6,43,37,0,1,3
13,51,86,1,1,-25.4
13,28,52,1,1,17.4
14,49,93,0,0,5.2
8,51,101,1,1,-10.6
13,46,71,0,1,-46.5
6,39,32,0,0,14.8
10,29,27,0,1,-4.6
9,57,62,0,1,6.3
9,21,28,1,1,-17.8
13,35,34,1,0,-2.8
13,29,67,1,0,-4.2
9,47,28,1,1,4.6
12,31,25,0,1,15
12,44,39,0,1,-3.9
10,35,7,0,0,17.1
11,12,2,0,0,32.8
11,35,55,0,1,-11.9
12,35,50,0,1,-33.7
10,42,69,0,1,-11.9
16,29,53,0,0,-20.6
11,63,66,1,0,16.9
12,27,31,0,0,21.9
12,18,16,0,1,-40.7
7,47,28,0,0,-8.7
12,40,40,0,0,6.1
10,36,43,0,1,3.4
6,51,56,0,0,54.2
12,53,52,1,0,-17.7
7,38,7,0,1,-5.9
7,23,10,0,0,8.9
10,50,42,0,0,33.8
12,32,48,0,1,-7.8
11,40,81,0,1,-19.1
9,44,76,1,0,-1.9
12,54,54,0,0,17.4
16,31,52,1,1,-0.4
14,59,68,0,1,9.8
10,39,87,1,0,1.1
10,26,0,0,0,12
9,35,25,0,0,15.3
13,54,65,0,1,-11.7
9,34,18,0,0,12
9,30,23,1,0,12.4
15,38,34,0,1,-22.9
11,45,34,1,0,-7
10,50,74,0,1,-27.5
8,26,18,1,1,-14.9
8,46,67,0,0,10.6
14,55,71,1,0,0.2
8,42,75,1,1,-15.5
7,14,16,0,1,27.2
7,10,0,0,0,22
10,16,24,0,0,-1.6
8,31,34,0,0,10.8
5,34,73,0,1,-22.4
14,31,45,0,1,-18.9
12,47,81,1,0,29.2
10,38,61,0,0,6.7
7,27,82,0,1,-27.9
8,19,13,0,1,-14
10,35,43,0,1,-54.2
13,32,30,1,0,3.1
9,34,12,1,1,-8.7
9,41,65,0,1,-1.3
9,41,38,0,1,-52.7
7,41,36,0,0,0.4
12,45,86,1,0,-4.4
7,33,59,0,0,19.9
3,47,74,0,0,22.1
6,10,0,0,1,-0.7
9,55,64,0,0,39.5
12,25,0,0,0,-3.9
14,48,50,1,1,-17.1
12,49,76,0,0,-7
8,29,26,0,1,-36.8
12,36,21,0,0,14.5
6,20,0,0,1,7.6
17,46,61,0,1,-28
13,17,27,0,0,18.4
9,45,59,0,0,12.2
10,0,0,0,1,13.8
10,28,54,0,1,-21.8
13,6,0,0,1,-49.7
15,49,87,1,0,19.8
9,17,13,1,0,21.6
7,34,63,0,1,-7.4
10,27,15,0,1,-10.2
13,47,28,0,1,-34.2
7,23,13,1,1,-30
7,47,70,0,1,-10.9
8,44,40,0,0,30.8
12,14,32,0,1,8.6
11,44,61,0,0,5.3
13,48,104,0,1,-0.2
6,24,19,0,1,-3.7
9,36,52,0,0,4.2
12,38,39,0,1,3.5
7,18,13,0,1,-13.8
12,33,50,1,0,33.8
9,34,42,1,1,-10.5
10,15,15,0,1,5.3
10,23,19,0,1,-46.3
12,17,3,1,1,-22.2
14,47,70,0,1,-22.3
7,25,47,0,0,7.3
13,34,15,0,0,5.5
14,66,80,0,0,-7.7
8,38,28,0,0,29.9
12,21,2,0,1,-22.8
10,49,52,0,0,23.2
8,43,63,0,0,-7.3
9,37,91,0,0,8.8
11,34,23,0,0,10.4
4,18,3,1,0,10
7,20,44,0,0,4.4
11,46,42,0,1,-34.9
10,59,61,0,1,-39.7
6,53,68,0,0,23.4
11,28,16,0,0,26.9
5,52,66,0,1,-42.2
9,34,47,0,1,3.1
7,29,31,0,0,58.3
13,52,8,1,0,12.2
8,21,20,0,1,18.6
6,30,38,1,1,15.4
4,44,41,1,0,11.2
13,26,62,0,1,-14
10,35,36,0,0,2.1
7,10,0,0,0,-21.3
7,40,21,0,1,-10.2
7,50,71,0,0,5.2
6,34,45,0,0,10
9,61,62,0,0,8.9
7,15,10,1,1,-18.5
3,33,32,0,1,14.2
7,0,0,0,1,-4.3
8,0,0,0,0,58.6
8,27,4,0,0,12.1
13,35,33,1,1,-16.5
2,26,46,0,0,29.7
8,25,45,0,1,17.5
8,32,27,0,1,-7.5
5,45,72,0,1,-17.3
5,36,53,0,0,8.2
12,49,41,0,0,20
13,48,55,0,1,-44.9
12,66,95,0,1,-18.1
10,22,44,1,1,-24.1
9,36,32,1,0,1.3
12,46,77,0,0,8
9,27,25,0,1,-20.2
13,36,32,0,0,18.6
10,35,63,0,0,2.3
10,41,74,1,0,16.7
5,7,2,0,0,9.5
10,43,48,1,0,29.8
12,12,0,0,1,5.1
8,21,0,0,0,-6.9
8,25,40,1,0,17.9
8,33,25,1,1,-26.7
8,37,45,0,0,-7.3
12,34,38,0,1,-17.2
12,20,0,0,1,-26.3
10,35,43,1,1,-10.9
8,16,35,1,0,-15.4
9,34,27,0,0,0.9
11,33,32,0,0,5.4
3,54,82,0,1,22
7,37,45,0,0,16.7
8,13,0,0,0,17
10,28,16,0,1,0.8
14,47,47,1,1,-15.5
9,9,13,0,1,-14.9
12,26,18,0,0,-14.7
3,41,43,0,0,48.1
9,44,50,1,0,8.3
11,28,27,0,1,-19.5
9,35,24,1,0,3.6
15,38,39,0,1,-13.1
10,29,20,0,0,16.2
7,21,17,0,0,43
12,25,25,0,1,-7.7
8,25,20,0,0,19.5
11,42,41,0,1,12.7
11,53,53,0,0,27.5
11,42,71,0,0,0.2
12,49,64,1,1,-2.2
9,31,0,1,0,-0.1
11,24,22,0,1,0.6
10,52,70,0,0,15.8
10,56,59,0,1,-10.9
8,49,57,0,1,-22
8,1,0,0,1,-19.7
9,27,37,0,1,-25.5
7,11,8,0,0,10.5
12,37,64,0,1,10.4
12,57,87,0,1,-57.2
12,41,89,0,1,-15.2
4,29,14,0,0,34.5
5,20,19,0,1,-11.2
7,56,81,0,0,11.5
11,50,30,0,1,-26.5
7,53,112,0,0,61.4
5,5,0,0,0,21.1
11,33,7,0,1,5.6
8,32,28,0,0,-3.6
11,40,48,0,0,12.4
8,20,3,1,0,6.7
11,53,36,0,1,-27.7
7,44,64,0,0,44.9
13,13,4,0,0,-2.3
11,50,50,0,0,29.1
8,40,68,0,1,-9.2
2,12,22,0,0,4.5
8,0,0,0,1,-35
6,40,67,0,1,-6.1
10,35,81,0,0,35.2
8,37,64,0,0,33.6
8,29,35,0,1,16.7
8,19,8,0,1,-26.3
14,42,57,0,1,-5.2
13,29,70,0,0,34.7
8,16,0,0,1,-28
9,11,0,0,1,5.1
12,17,17,0,0,-5.2
5,54,61,1,0,11.3
5,20,13,0,1,-29.1
10,53,78,0,0,37.5
8,20,0,0,1,2.5
13,38,20,0,1,-24.5
9,24,17,0,1,-33.6
12,58,95,0,1,-42.1
10,19,47,0,1,-57.4
13,24,0,0,1,7.1
8,24,53,0,1,-5.5
9,16,10,0,0,6.6
9,61,45,1,1,-23.4
9,36,41,0,1,-2.3
14,51,67,0,0,-9.8
14,45,39,1,1,-15
8,31,46,0,0,38
10,19,0,0,1,-54.5
13,28,40,0,1,-26.4
3,24,55,1,0,31.5
3,41,72,0,1,18.5
13,18,18,0,1,5.7
13,52,77,0,1,-24.9
13,40,56,0,1,-28
13,50,51,0,0,3.5
7,28,99,0,1,5.9
13,27,0,0,1,-15.8
7,28,20,0,0,29.2
8,29,59,1,1,-7.2
3,15,0,0,0,15.4
4,42,32,0,0,28.2
11,37,28,0,1,-3
12,33,40,1,1,-29
16,41,38,0,1,-16.6
11,50,97,1,0,-4
16,41,43,0,1,-4.1
9,0,0,0,1,1.7
11,52,53,0,0,4.1
14,27,18,0,0,16.7
5,39,44,0,0,47.7
14,44,4,0,1,-35.1
11,47,39,0,0,-28.6
7,25,44,0,0,26.2
5,33,45,0,0,33.3
7,40,48,0,1,-20
7,33,42,0,0,27.2
9,40,51,0,0,4.6
14,13,6,1,1,-32.5
12,14,10,0,1,-42.6
7,15,0,1,1,-9.5
7,42,44,0,1,0.8
15,49,51,0,1,-12.6
10,31,52,0,1,-9.3
9,23,57,0,1,-5.6
6,44,74,0,1,-8.9
13,33,25,0,1,-28.5
5,3,7,0,1,15.5
7,53,74,1,0,14.4
10,30,38,0,0,34.3
8,23,41,0,1,-10.7
10,38,73,0,1,-7.5
5,58,51,1,1,-12.9
10,36,65,0,0,24.3
11,55,71,0,1,-26.7
9,29,51,1,0,16.9
8,24,3,0,1,-7.4
0,13,0,0,0,4.1
7,31,11,1,1,1.4
9,29,0,0,1,-13.4
9,42,19,0,1,2.2
6,0,0,0,0,41.4
10,27,23,1,0,-8.3
1,45,95,0,0,0
9,17,20,0,0,19.7
14,38,36,0,1,-41.5
6,26,41,1,0,12.7
14,50,46,1,1,-48.6
10,19,31,0,0,-3.1
4,18,51,0,0,43.8
6,50,29,0,1,-32.7
7,41,78,0,1,-1.3
10,38,44,1,1,-9.7
11,28,41,0,1,-16.8
7,17,33,0,0,-17.3
7,37,19,0,1,-0.4
7,23,62,0,0,57.6
12,23,57,0,1,-1.5
8,21,0,0,0,39.5
5,34,40,0,1,-37.7
12,34,31,0,0,30.9
12,27,47,0,1,2.6
8,48,46,0,1,-5.3
11,38,6,0,1,-2.4
12,61,76,0,1,36.8
4,41,47,0,1,-8.3
11,48,52,0,0,19.4
9,5,5,0,1,-58.7
9,44,59,0,0,21.8
10,37,1,0,0,13.3
7,35,77,1,0,28.7
16,28,25,1,1,-15.6
10,38,65,0,0,13.9
9,46,53,1,1,-4.7
14,69,75,0,0,5.1
17,53,92,0,1,-52.2
9,31,60,1,0,-3.2
7,44,68,0,0,30.4
13,17,45,0,0,0.5
9,17,20,0,0,3.6
10,56,66,0,0,13.9
11,32,60,0,0,19.4
7,28,17,0,1,-16.5
10,45,79,0,0,29.9
8,55,66,1,0,3.2
11,41,18,0,1,17.7
8,43,18,0,1,1.9
14,46,69,0,1,-28
4,10,0,0,1,-15.4
8,44,75,0,0,30.5
7,35,55,0,1,-7.4
15,41,36,0,1,-48.8
4,56,98,1,0,27.5
8,34,19,0,1,-7.3
11,42,48,0,1,-6.2
10,24,27,0,1,-57.9
14,41,41,0,0,6.2
10,57,114,0,1,-5.2
11,4,0,0,0,-1.8
8,13,21,0,0,10.1
9,16,0,0,1,-21.6
14,49,73,0,0,-17.8
14,37,50,0,1,-2.4
8,55,84,0,0,8.6
9,22,7,0,0,24.5
7,30,35,0,0,9.3
9,12,29,0,0,-5.5
14,47,74,0,1,-17.4
7,36,51,0,0,15.4
8,20,26,1,1,11.3
12,33,37,0,0,-2
10,34,54,0,0,13
14,32,59,0,0,3.6
11,39,52,1,0,24.8
10,22,1,0,1,-29.3
10,29,6,0,0,24.1
11,29,66,0,1,-32.1
6,15,0,0,0,40.2
13,23,0,0,1,-18.1
10,33,61,0,1,-10.5
6,31,47,0,1,10.2
11,25,0,0,1,-13.1
13,31,17,1,0,8.5
12,21,28,1,1,-35.7
14,36,22,0,1,-9.4
6,50,32,1,0,16.3
10,23,28,0,1,-24.7
5,26,49,0,0,33.6
8,34,11,0,1,-0.4
10,43,10,1,1,-24.3
7,21,10,0,1,-18.5
9,12,0,0,1,-7
9,31,35,0,1,-9.9
11,64,75,0,1,19.2
8,54,67,0,0,42.9
9,34,22,0,0,-17.3
6,8,6,0,0,4.8
13,40,24,0,1,-1.3
12,43,39,1,0,5.4
6,29,37,1,0,-16.4
12,54,63,0,1,-22.7
11,61,74,0,1,-17.8
